prolificid,subject_id,age,gender,label,trialnum,status,outcome,getsout,bloc,img1,img2,buttonchoice,rtchoice,rt,response,key_press,time_elapsed,internal_node_id,trial_type,trial_index,stimulus,responses,date,time,datefinish,timefinish,
5a9844231eda4100013653a9,4761338,29,M,scaleresp,15,2,1,2,2,14,19,0,525,1511,63,,420001,0.0-148.0,html-slider-response,148,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
58da74c7f94de20001fbd4af,1598476,28,M,scaleresp,5,2,2,2,3,10,16,1,605,1246.6,54,,686519,0.0-244.0,html-slider-response,244,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5d8edb6a999d520017b0a66b,3441247,33,M,scaleresp,2,1,2,2,2,8,14,1,773,2111.46,100,,620163,0.0-168.0,html-slider-response,168,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
57754d57ca706f000190eaf1,8231485,35,M,scaleresp,17,2,1,1,3,8,9,1,977,1671,2,,707915,0.0-254.0,html-slider-response,254,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5bf9c3137618a60001608942,6212167,27,M,scaleresp,14,1,1,2,1,2,4,0,797,1171.47,100,,196931,0.0-57.0,html-slider-response,57,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5c4bb5a2620ba700010bf02b,1089596,18,M,scaleresp,14,1,1,2,3,4,20,0,460,1486.5,59,,595962,0.0-224.0,html-slider-response,224,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5ca59f9f30710b001605b491,8120291,20,m,scaleresp,10,1,1,2,3,1,15,0,755,1678.67,0,,610432,0.0-239.0,html-slider-response,239,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5e2d52d7e1a0e73431c7dd06,6980585,21,M,scaleresp,15,2,1,2,1,8,12,0,1989,70287.715,68,,698117,0.0-92.0,html-slider-response,92,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
59da0b3103203500011acfec,2742857,31,F,scaleresp,19,2,1,1,2,2,12,0,1035,2475,61,,559321,0.0-163.0,html-slider-response,163,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5d78e48415b10d00163c814e,3964510,20,M,scaleresp,17,2,1,1,1,6,12,1,1215,2095.41,75,,421812,0.0-52.0,html-slider-response,52,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5d74f215797977000195ac52,5375603,33,m,scaleresp,13,2,1,2,1,6,19,0,1738,3930.855,54,,404254,0.0-42.0,html-slider-response,42,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5be42fd8d8f5470001f0d1cd,4568129,22,F,scaleresp,1,2,2,2,2,4,17,1,1194,2585.89,61,,626463,0.0-188.0,html-slider-response,188,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5ea02a1c3fb6e60009f91bb0,5549325,24,M,scaleresp,12,1,1,2,1,4,17,0,1679,2110.71,66,,461405,0.0-27.0,html-slider-response,27,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5be57da1f6b5dd0001170bbe,4467383,36,F,scaleresp,8,1,2,1,3,2,20,0,860,1405.24,78,,709641,0.0-294.0,html-slider-response,294,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5e80c717770c43000b151225,8400571,22,F,scaleresp,19,2,1,1,1,3,20,1,1129,2924.715,0,,572904,0.0-87.0,html-slider-response,87,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5e90a3ac672c833b91ddcd57,6904783,20,M,scaleresp,3,2,2,2,1,9,14,1,861,1746.57,59,,344948,0.0-102.0,html-slider-response,102,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5cdf3e46bb4ac30001597901,5592673,23,M,scaleresp,20,1,2,2,1,18,20,1,1233,1872.755,100,,768318,0.0-102.0,html-slider-response,102,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
58da74c7f94de20001fbd4af,1598476,28,M,scaleresp,14,1,1,2,3,2,19,1,468,1436.9,54,,697251,0.0-249.0,html-slider-response,249,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5a9844231eda4100013653a9,4761338,29,M,scaleresp,6,1,2,1,2,7,15,1,1400,1680,59,,431636,0.0-153.0,html-slider-response,153,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5bf9c3137618a60001608942,6212167,27,M,scaleresp,13,2,1,2,1,3,9,1,564,1431.485,93,,207587,0.0-62.0,html-slider-response,62,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
57754d57ca706f000190eaf1,8231485,35,M,scaleresp,14,1,1,2,3,4,20,0,880,1761.1,11,,719487,0.0-259.0,html-slider-response,259,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5c4bb5a2620ba700010bf02b,1089596,18,M,scaleresp,10,1,1,2,3,9,18,0,708,1617.9,83,,606871,0.0-229.0,html-slider-response,229,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5d8edb6a999d520017b0a66b,3441247,33,M,scaleresp,6,1,2,1,2,2,8,0,747,3276.21,72,,633015,0.0-173.0,html-slider-response,173,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5ca59f9f30710b001605b491,8120291,20,m,scaleresp,14,1,1,2,3,2,8,1,739,1275.835,0,,621003,0.0-244.0,html-slider-response,244,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
59da0b3103203500011acfec,2742857,31,F,scaleresp,12,1,1,2,2,6,13,0,1006,2112.885,56,,571444,0.0-168.0,html-slider-response,168,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5d78e48415b10d00163c814e,3964510,20,M,scaleresp,16,1,1,1,1,2,14,1,1458,1973.795,92,,433817,0.0-57.0,html-slider-response,57,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5be42fd8d8f5470001f0d1cd,4568129,22,F,scaleresp,6,1,2,1,2,10,12,0,666,1828.77,56,,637587,0.0-193.0,html-slider-response,193,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5ea02a1c3fb6e60009f91bb0,5549325,24,M,scaleresp,4,1,2,2,1,4,8,0,1459,2537.6,26,,474153,0.0-32.0,html-slider-response,32,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5be57da1f6b5dd0001170bbe,4467383,36,F,scaleresp,10,1,1,2,3,3,7,1,1224,1342.785,39,,721136,0.0-299.0,html-slider-response,299,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5d74f215797977000195ac52,5375603,33,m,scaleresp,5,2,2,2,1,11,17,1,1699,5461.085,50,,420417,0.0-47.0,html-slider-response,47,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5e90a3ac672c833b91ddcd57,6904783,20,M,scaleresp,8,1,2,1,1,18,20,1,1077,2211.98,63,,357244,0.0-107.0,html-slider-response,107,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5cdf3e46bb4ac30001597901,5592673,23,M,scaleresp,14,1,1,2,1,7,12,1,1365,2055.79,100,,780358,0.0-107.0,html-slider-response,107,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5e80c717770c43000b151225,8400571,22,F,scaleresp,12,1,1,2,1,16,19,0,1211,2708.84,0,,585848,0.0-92.0,html-slider-response,92,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5a9844231eda4100013653a9,4761338,29,M,scaleresp,7,2,2,1,2,9,19,0,474,1498,76,,442253,0.0-158.0,html-slider-response,158,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
58da74c7f94de20001fbd4af,1598476,28,M,scaleresp,2,1,2,2,3,7,13,1,532,2475.2,53,,708905,0.0-254.0,html-slider-response,254,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5bf9c3137618a60001608942,6212167,27,M,scaleresp,2,1,2,2,1,2,18,0,531,1277.455,100,,218003,0.0-67.0,html-slider-response,67,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5c4bb5a2620ba700010bf02b,1089596,18,M,scaleresp,15,2,1,2,3,8,20,1,349,1229.25,96,,617336,0.0-234.0,html-slider-response,234,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
57754d57ca706f000190eaf1,8231485,35,M,scaleresp,20,1,2,2,3,15,18,1,931,1678.6,13,,731135,0.0-264.0,html-slider-response,264,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5ca59f9f30710b001605b491,8120291,20,m,scaleresp,5,2,2,2,3,11,18,0,867,1572.07,0,,632112,0.0-249.0,html-slider-response,249,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5d8edb6a999d520017b0a66b,3441247,33,M,scaleresp,1,2,2,2,2,4,20,0,889,2576.115,24,,645135,0.0-178.0,html-slider-response,178,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5d78e48415b10d00163c814e,3964510,20,M,scaleresp,12,1,1,2,1,11,20,0,1230,1782.445,65,,445342,0.0-62.0,html-slider-response,62,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
59da0b3103203500011acfec,2742857,31,F,scaleresp,8,1,2,1,2,15,16,0,931,2852.2,55,,583792,0.0-173.0,html-slider-response,173,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5e2d52d7e1a0e73431c7dd06,6980585,21,M,scaleresp,5,2,2,2,1,12,19,0,1093,15844.705,58,,723635,0.0-97.0,html-slider-response,97,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5be42fd8d8f5470001f0d1cd,4568129,22,F,scaleresp,20,1,2,2,2,3,12,1,710,2750.17,36,,649857,0.0-198.0,html-slider-response,198,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5be57da1f6b5dd0001170bbe,4467383,36,F,scaleresp,13,2,1,2,3,2,17,0,1145,1746.775,36,,732919,0.0-304.0,html-slider-response,304,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5ea02a1c3fb6e60009f91bb0,5549325,24,M,scaleresp,19,2,1,1,1,8,18,1,1889,2150.595,67,,486852,0.0-37.0,html-slider-response,37,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5a9844231eda4100013653a9,4761338,29,M,scaleresp,12,1,1,2,2,2,8,1,509,1782,64,,453251,0.0-163.0,html-slider-response,163,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
58da74c7f94de20001fbd4af,1598476,28,M,scaleresp,20,1,2,2,3,10,14,1,626,1587.5,49,,719954,0.0-259.0,html-slider-response,259,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5bf9c3137618a60001608942,6212167,27,M,scaleresp,10,1,1,2,1,5,8,1,548,1413.55,0,,228811,0.0-72.0,html-slider-response,72,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5e80c717770c43000b151225,8400571,22,F,scaleresp,6,1,2,1,1,8,9,0,883,2872.61,0,,598424,0.0-97.0,html-slider-response,97,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5cdf3e46bb4ac30001597901,5592673,23,M,scaleresp,17,2,1,1,2,14,17,1,1277,1624.63,100,,793538,0.0-113.0,html-slider-response,113,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5c4bb5a2620ba700010bf02b,1089596,18,M,scaleresp,16,1,1,1,3,8,11,1,658,1532.355,99,,628448,0.0-239.0,html-slider-response,239,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5e90a3ac672c833b91ddcd57,6904783,20,M,scaleresp,9,2,2,1,2,9,10,1,905,1762.8,55,,371660,0.0-113.0,html-slider-response,113,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5d74f215797977000195ac52,5375603,33,m,scaleresp,4,1,2,2,1,1,14,0,1484,4132.945,68,,434977,0.0-52.0,html-slider-response,52,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
57754d57ca706f000190eaf1,8231485,35,M,scaleresp,19,2,1,1,3,1,12,0,970,1562.8,13,,742657,0.0-269.0,html-slider-response,269,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5ca59f9f30710b001605b491,8120291,20,m,scaleresp,16,1,1,1,3,15,17,1,793,1503.355,0,,643359,0.0-254.0,html-slider-response,254,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5d8edb6a999d520017b0a66b,3441247,33,M,scaleresp,19,2,1,1,2,2,5,1,1103,1712.87,19,,656793,0.0-183.0,html-slider-response,183,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5e5185f14aa7081a81ea3faf,6447883,26,F,scaleresp,11,2,1,2,2,3,13,0,925,94653.285,54,,647052,0.0-133.0,html-slider-response,133,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5d78e48415b10d00163c814e,3964510,20,M,scaleresp,20,1,2,2,1,7,10,0,1181,2681.41,84,,457758,0.0-67.0,html-slider-response,67,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5e2d52d7e1a0e73431c7dd06,6980585,21,M,scaleresp,20,1,2,2,1,4,6,1,754,2269.83,55,,735576,0.0-102.0,html-slider-response,102,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
59da0b3103203500011acfec,2742857,31,F,scaleresp,11,2,1,2,2,4,12,1,1217,2927.285,56,,596670,0.0-178.0,html-slider-response,178,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5be42fd8d8f5470001f0d1cd,4568129,22,F,scaleresp,8,1,2,1,2,2,8,1,740,1957.53,38,,661117,0.0-203.0,html-slider-response,203,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5ea02a1c3fb6e60009f91bb0,5549325,24,M,scaleresp,15,2,1,2,1,9,12,,,,,,497546,0.0-42.0,html-slider-response,42,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5be57da1f6b5dd0001170bbe,4467383,36,F,scaleresp,4,1,2,2,3,1,16,0,813,1591.8,40,,743895,0.0-309.0,html-slider-response,309,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5a9844231eda4100013653a9,4761338,29,M,scaleresp,5,2,2,2,2,2,5,0,513,1635,59,,464063,0.0-168.0,html-slider-response,168,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
58da74c7f94de20001fbd4af,1598476,28,M,scaleresp,3,2,2,2,3,11,13,1,623,1652,51,,731035,0.0-264.0,html-slider-response,264,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5bf9c3137618a60001608942,6212167,27,M,scaleresp,12,1,1,2,1,12,14,0,837,1319.85,100,,239962,0.0-77.0,html-slider-response,77,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5cdf3e46bb4ac30001597901,5592673,23,M,scaleresp,14,1,1,2,2,2,15,0,1360,2062.23,100,,805515,0.0-118.0,html-slider-response,118,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5e80c717770c43000b151225,8400571,22,F,scaleresp,14,1,1,2,1,5,9,0,1012,2579.515,0,,610961,0.0-102.0,html-slider-response,102,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5c4bb5a2620ba700010bf02b,1089596,18,M,scaleresp,11,2,1,2,3,7,18,1,664,3141.425,100,,640973,0.0-244.0,html-slider-response,244,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5ca59f9f30710b001605b491,8120291,20,m,scaleresp,6,1,2,1,3,7,20,0,780,1647.71,0,,654562,0.0-259.0,html-slider-response,259,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5e90a3ac672c833b91ddcd57,6904783,20,M,scaleresp,15,2,1,2,2,6,12,1,837,2851.565,40,,384204,0.0-118.0,html-slider-response,118,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5d74f215797977000195ac52,5375603,33,m,scaleresp,15,2,1,2,1,2,12,1,1448,2580.625,52,,447864,0.0-57.0,html-slider-response,57,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
57754d57ca706f000190eaf1,8231485,35,M,scaleresp,5,2,2,2,3,1,19,1,901,1319.5,13,,753890,0.0-274.0,html-slider-response,274,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5be57da1f6b5dd0001170bbe,4467383,36,F,comments,,,,,,,,,,6262,,,750159,0.0-310.0,survey-text,310,,"{Q0"":""No comments""}""",08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5d8edb6a999d520017b0a66b,3441247,33,M,scaleresp,4,1,2,2,2,14,15,0,1163,2751.755,78,,669443,0.0-188.0,html-slider-response,188,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5d78e48415b10d00163c814e,3964510,20,M,scaleresp,4,1,2,2,1,13,17,1,1150,1783.765,29,,469302,0.0-72.0,html-slider-response,72,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5e2d52d7e1a0e73431c7dd06,6980585,21,M,scaleresp,16,1,1,1,1,4,7,1,753,2194.09,56,,747271,0.0-107.0,html-slider-response,107,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
59da0b3103203500011acfec,2742857,31,F,scaleresp,9,2,2,1,2,10,15,0,1780,1960.095,53,,608961,0.0-183.0,html-slider-response,183,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5be42fd8d8f5470001f0d1cd,4568129,22,F,scaleresp,3,2,2,2,2,10,19,0,1217,2832.65,35,,673709,0.0-208.0,html-slider-response,208,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5a9844231eda4100013653a9,4761338,29,M,scaleresp,8,1,2,1,2,12,20,1,431,2269,52,,475346,0.0-173.0,html-slider-response,173,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5ea02a1c3fb6e60009f91bb0,5549325,24,M,scaleresp,6,1,2,1,1,10,11,1,1166,3008.19,80,,510279,0.0-47.0,html-slider-response,47,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
58da74c7f94de20001fbd4af,1598476,28,M,scaleresp,11,2,1,2,3,1,17,1,756,1386.4,52,,742248,0.0-269.0,html-slider-response,269,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5bf9c3137618a60001608942,6212167,27,M,scaleresp,18,1,1,1,1,5,20,1,1029,1511.93,11,,251059,0.0-82.0,html-slider-response,82,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5cdf3e46bb4ac30001597901,5592673,23,M,scaleresp,8,1,2,1,2,1,18,1,1388,1785.19,100,,817231,0.0-123.0,html-slider-response,123,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
57754d57ca706f000190eaf1,8231485,35,M,scaleresp,15,2,1,2,3,3,7,1,837,1418.1,12,,764724,0.0-279.0,html-slider-response,279,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5c4bb5a2620ba700010bf02b,1089596,18,M,scaleresp,7,2,2,1,3,8,18,0,858,1838.66,18,,652350,0.0-249.0,html-slider-response,249,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5e80c717770c43000b151225,8400571,22,F,scaleresp,20,1,2,2,1,4,7,0,1010,2626.42,0,,623144,0.0-107.0,html-slider-response,107,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5ca59f9f30710b001605b491,8120291,20,m,scaleresp,15,2,1,2,3,17,20,1,889,1700.45,0,,666112,0.0-264.0,html-slider-response,264,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5e90a3ac672c833b91ddcd57,6904783,20,M,scaleresp,18,1,1,1,2,8,10,0,1420,1546.465,57,,395964,0.0-123.0,html-slider-response,123,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
