prolificid,subject_id,age,gender,label,trialnum,status,outcome,getsout,bloc,img1,img2,buttonchoice,rtchoice,rt,response,key_press,time_elapsed,internal_node_id,trial_type,trial_index,stimulus,responses,playerout,playeroutnumber,rated,date,time,datefinish,timefinish,,
5eac794ef9f76f0fe62b3c2c,1236895,19,m,scaleresp,25,1,1,1,2,10,18,1,784,1355.26,62,,730314,0.0-168.0,html-slider-response,168,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 27 for the outcome ? </p>""",,3,Player 27,Player 27,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5b9ce9e980ebc0000117f24d,2656514,21,M,scaleresp,40,2,2,2,3,7,10,0,913,2975.54,64,,622601,0.0-214.0,html-slider-response,214,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 25 for the outcome ? </p>""",,4,Player 84,Player 25,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5eb2745111c5fb1d6e9c7eeb,3527741,20,F,scaleresp,7,1,2,2,1,7,14,1,1218,2863.065,37,,322183,0.0-62.0,html-slider-response,62,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 13 for the outcome ? </p>""",,0,Player 08,Player 13,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5e934f283f920e68ab49276d,3455601,20,M,scaleresp,33,1,1,1,4,12,19,0,1095,4368.67,32,,1050952,0.0-375.0,html-slider-response,375,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 41 for the outcome ? </p>""",,4,Player 41,Player 41,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5eb40e49245b8622104636ec,8157712,18,M,scaleresp,8,2,2,2,3,13,16,0,442,1615.47,30,,892198,0.0-289.0,html-slider-response,289,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 14 for the outcome ? </p>""",,0,Player 06,Player 14,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5e84c80336bc630974efb1e3,2786625,19,M,scaleresp,6,2,2,1,2,4,16,1,1081,1643.88,65,,761443,0.0-173.0,html-slider-response,173,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 87 for the outcome ? </p>""",,0,Player 87,Player 87,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5eb1d0492f4568306b0365c7,8678581,21,M,scaleresp,31,1,2,2,4,8,15,1,1378,3165,62,,1112505,0.0-335.0,html-slider-response,335,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 46 for the outcome ? </p>""",,3,Player 53,Player 46,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5eaaf821f43b4407d0793649,4552427,20,M,scaleresp,6,2,2,1,3,3,14,0,578,1681.37,26,,812545,0.0-299.0,html-slider-response,299,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 68 for the outcome ? </p>""",,0,Player 68,Player 68,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5bf31a726e930b00019a5d49,4381051,20,M,scaleresp,25,1,1,1,4,9,19,1,1829,4471.71,56,,1023035,0.0-405.0,html-slider-response,405,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 14 for the outcome ? </p>""",,3,Player 14,Player 14,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5d0d74c82968b400195c6b48,7876694,26,M,scaleresp,28,2,1,2,3,10,17,1,1299,1765.04,78,,621887,0.0-224.0,html-slider-response,224,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 72 for the outcome ? </p>""",,3,Player 53,Player 72,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5e3e5424c8afcf0c0cd0a9ac,3246805,23,F,scaleresp,8,2,2,2,2,14,17,0,455,2963.785,69,,1098152,0.0-208.0,html-slider-response,208,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 40 for the outcome ? </p>""",,0,Player 18,Player 40,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5eba6e673468ad1bb8ca4547,8391188,29,F,scaleresp,27,1,1,2,3,12,18,0,1214,2629.235,10,,1104100,0.0-234.0,html-slider-response,234,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 54 for the outcome ? </p>""",,3,Player 10,Player 54,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5b130c88d282ff00015c14ec,7030709,22,M,scaleresp,35,1,1,2,3,4,6,,,,,,757464,0.0-254.0,html-slider-response,254,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 07 for the outcome ? </p>""",,4,Player 58,Player 07,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5c8007ff4600c30001eb37e1,6763862,21,M,scaleresp,14,2,2,1,3,4,15,1,1185,1476,72,,877246,0.0-264.0,html-slider-response,264,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 45 for the outcome ? </p>""",,1,Player 45,Player 45,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5cfaddd350a81200012d1d90,3570230,22,F,scaleresp,24,2,2,2,3,12,19,0,908,2114.505,5,,809820,0.0-274.0,html-slider-response,274,"<p style=font-size:16px; text-align:center;""> &nbsp &nbsp &nbsp How responsible are YOU for the outcome ?  &nbsp &nbsp </p>""",,2,You,Player 20,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5e5274dc80c3502832663ca1,3663191,28,M,scaleresp,23,1,2,2,2,17,18,1,981,2017,43,,884294,0.0-133.0,html-slider-response,133,"<p style=font-size:16px; text-align:center;""> &nbsp &nbsp &nbsp How responsible are YOU for the outcome ?  &nbsp &nbsp </p>""",,2,You,Player 06,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5bea409f40928e0001329232,6701307,26,F,scaleresp,28,2,1,2,3,1,5,1,915,2812.175,59,,813518,0.0-229.0,html-slider-response,229,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 48 for the outcome ? </p>""",,3,Player 51,Player 48,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5a05b4e5728b1b0001ad8eee,3827758,22,M,scaleresp,11,1,1,2,3,3,6,0,1080,2950.64,27,,870993,0.0-259.0,html-slider-response,259,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 16 for the outcome ? </p>""",,1,Player 05,Player 16,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5c198b6c749f990001f2491d,7388326,20,F,scaleresp,30,2,2,1,4,1,16,1,741,1335.67,36,,895244,0.0-320.0,html-slider-response,320,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 28 for the outcome ? </p>""",,3,Player 28,Player 28,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5ce3d1511749aa001a72b43d,4523338,19,M,scaleresp,37,1,2,1,4,8,17,0,749,1662.5,34,,1032225,0.0-340.0,html-slider-response,340,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 80 for the outcome ? </p>""",,4,Player 80,Player 80,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5e4d330662117e000ac96c66,8106346,22,M,scaleresp,40,2,2,2,2,2,8,1,797,1381.645,71,,606776,0.0-203.0,html-slider-response,203,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 57 for the outcome ? </p>""",,4,Player 03,Player 57,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5cf53291639b150018eb778b,1450057,31,M,scaleresp,18,2,1,1,1,4,17,1,682,2663.65,99,,554943,0.0-92.0,html-slider-response,92,"<p style=font-size:16px; text-align:center;""> &nbsp &nbsp &nbsp How responsible are YOU for the outcome ?  &nbsp &nbsp </p>""",,2,You,You,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5e154a48820526b5b79ff363,1740499,22,M,scaleresp,36,2,1,2,2,5,17,0,1174,1496.325,34,,696190,0.0-168.0,html-slider-response,168,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 41 for the outcome ? </p>""",,4,Player 25,Player 41,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5ec94a815bb88d445fa6bf50,1626587,19,F,scaleresp,38,2,2,1,3,1,14,1,1612,1760.91,47,,1044404,0.0-229.0,html-slider-response,229,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 56 for the outcome ? </p>""",,4,Player 56,Player 56,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5ec67dab01c3da05a5a13529,9517828,23,F,scaleresp,5,1,2,1,3,4,12,0,875,1939.08,64,,927796,0.0-259.0,html-slider-response,259,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 38 for the outcome ? </p>""",,0,Player 38,Player 38,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5d9b1ce89d4ead001599ba7e,7076396,24,M,scaleresp,22,2,2,1,2,8,9,1,1188,4060.39,3,,855699,0.0-133.0,html-slider-response,133,"<p style=font-size:16px; text-align:center;""> &nbsp &nbsp &nbsp How responsible are YOU for the outcome ?  &nbsp &nbsp </p>""",,2,You,You,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5de1911b725abb1f3cdd4004,7043225,20,M,scaleresp,14,2,2,1,1,6,18,1,695,2737.125,61,,335631,0.0-27.0,html-slider-response,27,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 23 for the outcome ? </p>""",,1,Player 23,Player 23,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5955578c868d3100010cfa1a,9270187,36,f,scaleresp,15,1,2,2,1,3,11,0,1398,2316.785,58,,239920,0.0-52.0,html-slider-response,52,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 47 for the outcome ? </p>""",,1,Player 80,Player 47,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5d9c543d184c4f00144d7cff,7593094,19,M,scaleresp,24,2,2,2,1,7,18,1,1197,1409.55,81,,341084,0.0-102.0,html-slider-response,102,"<p style=font-size:16px; text-align:center;""> &nbsp &nbsp &nbsp How responsible are YOU for the outcome ?  &nbsp &nbsp </p>""",,2,You,Player 67,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5e45b7ada68f6b09f68b20e8,8018766,20,M,scaleresp,11,1,1,2,3,11,17,0,158,3902.595,62,,793716,0.0-279.0,html-slider-response,279,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 63 for the outcome ? </p>""",,1,Player 28,Player 63,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
59b59d59f69f340001867454,4330326,36,M,scaleresp,17,1,1,1,3,11,14,0,1378,3150.385,56,,859388,0.0-224.0,html-slider-response,224,"<p style=font-size:16px; text-align:center;""> &nbsp &nbsp &nbsp How responsible are YOU for the outcome ?  &nbsp &nbsp </p>""",,2,You,You,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
59996cc205a0e30001f1ff87,5909004,31,F,scaleresp,35,1,1,2,4,7,20,1,921,1128.01,73,,790256,0.0-325.0,html-slider-response,325,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 48 for the outcome ? </p>""",,4,Player 02,Player 48,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5bf1d974c795fe000143e539,5954094,18,M,scaleresp,36,2,1,2,3,5,12,1,651,1831.37,78,,767048,0.0-249.0,html-slider-response,249,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 51 for the outcome ? </p>""",,4,Player 34,Player 51,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5e8ca8db47db8f0519098266,5626921,21,F,scaleresp,38,2,2,1,2,8,18,0,477,1609,65,,749658,0.0-203.0,html-slider-response,203,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 86 for the outcome ? </p>""",,4,Player 86,Player 86,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5e5bb17c8bca2338cc96b6f7,7674587,18,M,scaleresp,12,2,1,2,2,13,20,0,1070,2109.975,80,,708529,0.0-173.0,html-slider-response,173,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 61 for the outcome ? </p>""",,1,Player 08,Player 61,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5dcbea3588381e87f60cb202,2417478,26,M,scaleresp,13,1,2,1,3,1,9,1,740,5626.04,20,,695737,0.0-239.0,html-slider-response,239,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 43 for the outcome ? </p>""",,1,Player 43,Player 43,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5da4ae4811fc810015420a32,5943901,21,M,scaleresp,2,2,1,1,1,2,6,0,1256,2296.205,69,,403613,0.0-72.0,html-slider-response,72,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 05 for the outcome ? </p>""",,0,Player 05,Player 05,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5d8a86e19b28600001efe8db,8548420,36,F,scaleresp,11,1,1,2,1,2,18,1,1449,1986,67,,542675,0.0-47.0,html-slider-response,47,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 10 for the outcome ? </p>""",,1,Player 62,Player 10,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5e525a01f72891267e5ca208,4455869,24,M,scaleresp,17,1,1,1,2,8,14,1,1680,4144,75,,636094,0.0-183.0,html-slider-response,183,"<p style=font-size:16px; text-align:center;""> &nbsp &nbsp &nbsp How responsible are YOU for the outcome ?  &nbsp &nbsp </p>""",,2,You,You,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5b9d41c1e671c60001224bc5,7777760,21,M,scaleresp,17,1,1,1,2,11,16,0,762,1735.155,92,,380743,0.0-113.0,html-slider-response,113,"<p style=font-size:16px; text-align:center;""> &nbsp &nbsp &nbsp How responsible are YOU for the outcome ?  &nbsp &nbsp </p>""",,2,You,You,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5e8740bce698c93829bd9217,9140691,25,F,scaleresp,3,1,1,2,2,6,13,1,1154,1930.645,64,,792285,0.0-193.0,html-slider-response,193,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 70 for the outcome ? </p>""",,0,Player 16,Player 70,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5eb2d4b5444b2f06e7257f77,7957859,22,F,scaleresp,18,2,1,1,4,2,5,0,801,1692.97,66,,1064489,0.0-385.0,html-slider-response,385,"<p style=font-size:16px; text-align:center;""> &nbsp &nbsp &nbsp How responsible are YOU for the outcome ?  &nbsp &nbsp </p>""",,2,You,You,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5ea9549ea50bc3028efb7442,5714197,23,M,scaleresp,15,1,2,2,1,10,14,1,1289,6534,72,,454252,0.0-12.0,html-slider-response,12,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 72 for the outcome ? </p>""",,1,Player 85,Player 72,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5ea080e4bb636604c6531d43,4350682,18,f,scaleresp,40,2,2,2,1,1,9,1,1462,3209.91,20,,309896,0.0-37.0,html-slider-response,37,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 03 for the outcome ? </p>""",,4,Player 25,Player 03,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5ec9952d8ec8f80e0dd3c7c6,6907260,23,F,scaleresp,30,2,2,1,2,7,15,0,1075,2976.96,69,,829378,0.0-173.0,html-slider-response,173,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 12 for the outcome ? </p>""",,3,Player 12,Player 12,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5d25a0673fdfbe00013006b8,8604783,31,m,scaleresp,35,1,1,2,3,7,12,1,772,1430.975,34,,905288,0.0-264.0,html-slider-response,264,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 63 for the outcome ? </p>""",,4,Player 51,Player 63,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5ebc325bd662f0049bb97a36,8355714,27,m,scaleresp,23,1,2,2,3,16,20,0,1341,3515.49,69,,667694,0.0-234.0,html-slider-response,234,"<p style=font-size:16px; text-align:center;""> &nbsp &nbsp &nbsp How responsible are YOU for the outcome ?  &nbsp &nbsp </p>""",,2,You,Player 20,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5dbadaee329c0d0eb7cf15a8,2194839,19,F,scaleresp,34,2,1,1,1,4,12,1,899,2036.9,56,,389971,0.0-77.0,html-slider-response,77,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 40 for the outcome ? </p>""",,4,Player 40,Player 40,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5dc55a3add2b773de8fd2ef7,2698533,21,m,scaleresp,35,1,1,2,4,2,20,0,1660,2202,67,,1135125,0.0-405.0,html-slider-response,405,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 41 for the outcome ? </p>""",,4,Player 52,Player 41,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5eaca651df23d332dbca499e,3094759,19,F,scaleresp,16,2,2,2,2,17,19,0,1032,4724.23,0,,645145,0.0-168.0,html-slider-response,168,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 17 for the outcome ? </p>""",,1,Player 52,Player 17,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5b9ce9e980ebc0000117f24d,2656514,21,M,scaleresp,25,1,1,1,3,12,18,0,922,1350.29,78,,633752,0.0-219.0,html-slider-response,219,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 16 for the outcome ? </p>""",,3,Player 16,Player 16,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5eac794ef9f76f0fe62b3c2c,1236895,19,m,scaleresp,21,1,2,1,2,12,13,0,529,2034.455,61,,741741,0.0-173.0,html-slider-response,173,"<p style=font-size:16px; text-align:center;""> &nbsp &nbsp &nbsp How responsible are YOU for the outcome ?  &nbsp &nbsp </p>""",,2,You,You,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5c1bab0a70d93a00011ed9f0,2111026,24,F,scaleresp,8,2,2,2,4,4,8,0,1392,2015.385,83,,967498,0.0-345.0,html-slider-response,345,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 28 for the outcome ? </p>""",,0,Player 06,Player 28,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5d89c5bd2cbec60017e976f3,2866544,26,M,scaleresp,26,2,1,1,4,14,19,0,1716,2375.33,68,,1134515,0.0-395.0,html-slider-response,395,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 24 for the outcome ? </p>""",,3,Player 24,Player 24,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5ea975f4e3583b067234eb7f,2172950,18,M,scaleresp,25,1,1,1,4,1,3,0,893,2436.8,28,,813376,0.0-325.0,html-slider-response,325,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 58 for the outcome ? </p>""",,3,Player 58,Player 58,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5bdf427934ef6c0001f18d58,8037369,29,F,scaleresp,7,1,2,2,3,3,19,1,708,4014.285,95,,720963,0.0-219.0,html-slider-response,219,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 70 for the outcome ? </p>""",,0,Player 28,Player 70,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5eb2745111c5fb1d6e9c7eeb,3527741,20,F,scaleresp,3,1,1,2,1,12,14,1,1261,1406.29,65,,333519,0.0-67.0,html-slider-response,67,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 54 for the outcome ? </p>""",,0,Player 08,Player 54,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5c46079f22c1570001aed498,8893113,21,m,scaleresp,9,1,1,1,2,10,15,0,563,1524.845,9,,531668,0.0-113.0,html-slider-response,113,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 85 for the outcome ? </p>""",,1,Player 85,Player 85,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5eb40e49245b8622104636ec,8157712,18,M,scaleresp,20,2,1,2,3,2,17,0,1029,1536.18,32,,903604,0.0-294.0,html-slider-response,294,"<p style=font-size:16px; text-align:center;""> &nbsp &nbsp &nbsp How responsible are YOU for the outcome ?  &nbsp &nbsp </p>""",,2,You,Player 06,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5e84c80336bc630974efb1e3,2786625,19,M,scaleresp,36,2,1,2,2,11,20,0,1433,1342.325,23,,772771,0.0-178.0,html-slider-response,178,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 05 for the outcome ? </p>""",,4,Player 61,Player 05,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5bf31a726e930b00019a5d49,4381051,20,M,scaleresp,9,1,1,1,4,4,8,,,,,,1033899,0.0-410.0,html-slider-response,410,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 20 for the outcome ? </p>""",,1,Player 20,Player 20,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5eaaf821f43b4407d0793649,4552427,20,M,scaleresp,40,2,2,2,3,3,15,1,692,1709.84,21,,823792,0.0-304.0,html-slider-response,304,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 68 for the outcome ? </p>""",,4,Player 71,Player 68,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5e934f283f920e68ab49276d,3455601,20,M,scaleresp,28,2,1,2,4,18,20,0,1431,2606.485,34,,1063646,0.0-380.0,html-slider-response,380,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 41 for the outcome ? </p>""",,3,Player 02,Player 41,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5d0d74c82968b400195c6b48,7876694,26,M,scaleresp,26,2,1,1,3,2,18,1,1159,2134.505,69,,633832,0.0-229.0,html-slider-response,229,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 53 for the outcome ? </p>""",,3,Player 53,Player 53,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5eb1d0492f4568306b0365c7,8678581,21,M,scaleresp,22,2,2,1,4,6,16,1,927,2863,100,,1125235,0.0-340.0,html-slider-response,340,"<p style=font-size:16px; text-align:center;""> &nbsp &nbsp &nbsp How responsible are YOU for the outcome ?  &nbsp &nbsp </p>""",,2,You,You,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5c8007ff4600c30001eb37e1,6763862,21,M,scaleresp,11,1,1,2,3,13,18,1,988,1295,80,,888147,0.0-269.0,html-slider-response,269,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 62 for the outcome ? </p>""",,1,Player 45,Player 62,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5c198b6c749f990001f2491d,7388326,20,F,scaleresp,33,1,1,1,4,9,14,0,872,894.435,38,,905638,0.0-325.0,html-slider-response,325,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 10 for the outcome ? </p>""",,4,Player 10,Player 10,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5b130c88d282ff00015c14ec,7030709,22,M,scaleresp,7,1,2,2,3,15,16,0,800,2823.545,75,,769689,0.0-259.0,html-slider-response,259,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 64 for the outcome ? </p>""",,0,Player 07,Player 64,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5eba6e673468ad1bb8ca4547,8391188,29,F,scaleresp,28,2,1,2,3,2,8,1,1116,2832.16,50,,1116881,0.0-239.0,html-slider-response,239,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 54 for the outcome ? </p>""",,3,Player 10,Player 54,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5e4d330662117e000ac96c66,8106346,22,M,scaleresp,4,2,1,2,2,1,13,1,897,1326.23,94,,617540,0.0-208.0,html-slider-response,208,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 57 for the outcome ? </p>""",,0,Player 14,Player 57,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5cfaddd350a81200012d1d90,3570230,22,F,scaleresp,19,1,1,2,3,4,9,0,780,1977.915,95,,821507,0.0-279.0,html-slider-response,279,"<p style=font-size:16px; text-align:center;""> &nbsp &nbsp &nbsp How responsible are YOU for the outcome ?  &nbsp &nbsp </p>""",,2,You,Player 83,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5ce3d1511749aa001a72b43d,4523338,19,M,scaleresp,4,2,1,2,4,8,20,1,797,1226.92,44,,1043089,0.0-345.0,html-slider-response,345,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 71 for the outcome ? </p>""",,0,Player 54,Player 71,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5e5274dc80c3502832663ca1,3663191,28,M,scaleresp,24,2,2,2,2,11,14,1,972,1769,46,,896067,0.0-138.0,html-slider-response,138,"<p style=font-size:16px; text-align:center;""> &nbsp &nbsp &nbsp How responsible are YOU for the outcome ?  &nbsp &nbsp </p>""",,2,You,Player 28,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5bea409f40928e0001329232,6701307,26,F,scaleresp,19,1,1,2,3,8,12,0,1152,1822.855,61,,825140,0.0-234.0,html-slider-response,234,"<p style=font-size:16px; text-align:center;""> &nbsp &nbsp &nbsp How responsible are YOU for the outcome ?  &nbsp &nbsp </p>""",,2,You,Player 48,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5e3e5424c8afcf0c0cd0a9ac,3246805,23,F,scaleresp,35,1,1,2,3,14,16,1,590,2900.625,74,,1112152,0.0-214.0,html-slider-response,214,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 40 for the outcome ? </p>""",,4,Player 56,Player 40,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5d9c543d184c4f00144d7cff,7593094,19,M,scaleresp,31,1,2,2,1,5,17,0,972,1390.24,61,,352316,0.0-107.0,html-slider-response,107,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 30 for the outcome ? </p>""",,3,Player 15,Player 30,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5cf53291639b150018eb778b,1450057,31,M,scaleresp,24,2,2,2,1,9,16,0,1066,2740.19,100,,567527,0.0-97.0,html-slider-response,97,"<p style=font-size:16px; text-align:center;""> &nbsp &nbsp &nbsp How responsible are YOU for the outcome ?  &nbsp &nbsp </p>""",,2,You,Player 45,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5de1911b725abb1f3cdd4004,7043225,20,M,scaleresp,1,1,1,1,1,17,19,1,637,2506.07,81,,347511,0.0-32.0,html-slider-response,32,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 41 for the outcome ? </p>""",,0,Player 41,Player 41,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5e154a48820526b5b79ff363,1740499,22,M,scaleresp,13,1,2,1,2,2,10,1,1066,3111.715,38,,708958,0.0-173.0,html-slider-response,173,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 38 for the outcome ? </p>""",,1,Player 38,Player 38,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5ec94a815bb88d445fa6bf50,1626587,19,F,scaleresp,19,1,1,2,3,10,17,0,1457,1951.34,64,,1056676,0.0-234.0,html-slider-response,234,"<p style=font-size:16px; text-align:center;""> &nbsp &nbsp &nbsp How responsible are YOU for the outcome ?  &nbsp &nbsp </p>""",,2,You,Player 56,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5e5bb17c8bca2338cc96b6f7,7674587,18,M,scaleresp,8,2,2,2,2,11,14,,,,,,719203,0.0-178.0,html-slider-response,178,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 25 for the outcome ? </p>""",,0,Player 47,Player 25,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
59996cc205a0e30001f1ff87,5909004,31,F,scaleresp,32,2,2,2,4,5,20,1,1258,1581.425,60,,801728,0.0-330.0,html-slider-response,330,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 48 for the outcome ? </p>""",,3,Player 17,Player 48,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
