"id","repetition","beta8","n","p"
1727,58,0.05,150,0.00606177647917266
1728,58,0.15,150,7.80855302321258e-06
1729,58,0.25,150,3.76344545201196e-11
1730,58,0.5,150,6.94141345153276e-16
1731,58,0,500,0.311812626093218
1732,58,0.05,500,0.111356721749449
1733,58,0.15,500,1.9322316301909e-07
1734,58,0.25,500,1.67202093463528e-12
1735,58,0.5,500,2.13631237635024e-18
1736,58,0,5000,0.311812626093218
1737,58,0.05,5000,0.111356721749449
1738,58,0.15,5000,1.9322316301909e-07
1739,58,0.25,5000,1.67202093463528e-12
1740,58,0.5,5000,2.13631237635024e-18
1741,59,0,5,0.373900966300058
1742,59,0.05,5,0.00112989497577038
1743,59,0.15,5,0.00341450546251537
1744,59,0.25,5,0.00576175512368667
1745,59,0.5,5,0.544885080822574
1746,59,0,25,0.328694683236469
1747,59,0.05,25,0.000687873141416431
1748,59,0.15,25,1.86671933552233e-09
1749,59,0.25,25,0.00335441861263909
1750,59,0.5,25,2.18898463449548e-07
1751,59,0,50,0.999999544501283
1752,59,0.05,50,0.205214186063125
1753,59,0.15,50,0.00299402178749694
1754,59,0.25,50,5.65378079060763e-06
1755,59,0.5,50,1.04857162251186e-07
1756,59,0,150,0.312147806769005
1757,59,0.05,150,0.273923268838043
1758,59,0.15,150,9.82532995007306e-06
1759,59,0.25,150,9.97552687462478e-16
1760,59,0.5,150,1.43689490255391e-15
1761,59,0,500,0.311812626093218
1762,59,0.05,500,0.111356721749449
1763,59,0.15,500,1.9322316301909e-07
1764,59,0.25,500,1.67202093463528e-12
1765,59,0.5,500,5.99649549836808e-18
1766,59,0,5000,0.311812626093218
1767,59,0.05,5000,0.111356721749449
1768,59,0.15,5000,1.9322316301909e-07
1769,59,0.25,5000,1.67202093463528e-12
1770,59,0.5,5000,2.13631237635024e-18
1771,60,0,5,0.373900966300063
1772,60,0.05,5,0.546744944725444
1773,60,0.15,5,0.00706144424437888
1774,60,0.25,5,0.866875276793835
1775,60,0.5,5,0.00373857353048956
1776,60,0,25,0.328694683236445
1777,60,0.05,25,1.79959694490173e-10
1778,60,0.15,25,1.29122989559692e-07
1779,60,0.25,25,9.92238570167784e-12
1780,60,0.5,25,4.93620049466431e-10
1781,60,0,50,0.160652165232696
1782,60,0.05,50,0.299127233567378
